Student_ID,Gender,Study_Hours,Family_Income,Attendance,Test_Score,Extra_Activities,Internet_Access,Parental_Education,School_Type,Health_Status,Part_Time_Job
1329,Other,6.0,High,96,0.0,None,No,Bachelor,Government,Excellent,No
1330,Male,13.0,Low,97,83.0,None,No,PhD,Government,Excellent,No
1331,Male,0.0,Medium,69,1.0,Sports,No,High School,Private,Good,No
1332,Male,9.0,Medium,96,100.0,Sports,No,Bachelor,Government,Poor,No
1333,Other,5.0,Medium,72,64.0,Debate,No,PhD,Government,Average,No
1334,Female,7.0,Low,64,9.0,None,Yes,Master,Private,Average,No
1335,Other,8.0,Low,80,,Music,Yes,High School,Government,Average,Yes
1336,Female,10.0,Medium,53,50.0,None,Yes,PhD,Private,Excellent,No
1337,Other,5.0,Medium,74,68.0,Debate,No,PhD,Private,Poor,Yes
1338,Female,7.0,Medium,100,40.0,Debate,No,Bachelor,Government,Average,Yes
1339,Male,15.0,Medium,68,57.0,Music,Yes,PhD,Government,Good,Yes
1340,Female,16.0,High,86,76.0,Sports,No,Master,Government,Excellent,Yes
1341,Female,6.0,Low,83,67.0,Debate,Yes,Master,Private,Poor,Yes
1342,Male,7.0,High,50,23.0,Music,Yes,Bachelor,Private,Poor,No
1343,Other,7.0,Medium,90,,Music,Yes,High School,Government,Excellent,No
1344,Female,9.0,Medium,80,55.0,Debate,No,High School,Government,Poor,No
1345,Other,,High,89,99.0,Debate,No,PhD,Private,Excellent,Yes
1346,Female,18.0,High,93,35.0,Sports,No,Bachelor,Government,Poor,No
1347,Female,9.0,High,84,1.0,Music,No,Master,Private,Good,Yes
1348,Other,16.0,Medium,76,95.0,Music,Yes,Bachelor,Private,Poor,No
1349,Female,8.0,Low,70,55.0,Sports,Yes,PhD,Private,Average,No
1350,Female,13.0,Low,57,80.0,Debate,Yes,Master,Private,Poor,Yes
1351,Other,1.0,High,67,11.0,Music,No,PhD,Private,Excellent,No
1352,Other,2.0,High,72,11.0,Sports,No,Master,Private,Excellent,Yes
1353,Other,19.0,High,90,84.0,Music,Yes,Master,Private,Poor,No
1354,Other,8.0,Medium,85,71.0,Music,No,Master,Private,Poor,Yes
1355,Female,18.0,High,78,21.0,Debate,No,Bachelor,Private,Poor,No
1356,Male,17.0,Medium,65,73.0,Music,No,Master,Private,Average,Yes
1357,Other,17.0,Low,99,83.0,Debate,No,High School,Government,Average,Yes
1358,Other,10.0,Medium,59,61.0,Music,No,High School,Private,Poor,No
1359,Female,8.0,High,66,63.0,Music,No,PhD,Government,Poor,No
1360,Male,11.0,Medium,71,27.0,Music,Yes,PhD,Private,Average,Yes
1361,Male,7.0,Medium,89,88.0,Sports,Yes,Bachelor,Government,Poor,Yes
1362,Other,17.0,Medium,51,27.0,Debate,No,Master,Government,Average,Yes
1363,Other,7.0,Medium,91,3.0,Sports,Yes,Master,Government,Good,No
1364,Male,3.0,Medium,79,44.0,None,Yes,Master,Private,Excellent,Yes
1365,Male,5.0,Medium,93,89.0,Music,Yes,Bachelor,Private,Good,No
1366,Other,15.0,Low,88,12.0,None,No,High School,Government,Excellent,No
1367,Male,12.0,Low,88,82.0,Debate,Yes,Master,Government,Poor,Yes
1368,Female,15.0,Low,94,97.0,Sports,No,PhD,Private,Good,Yes
1369,Male,19.0,High,68,79.0,Sports,Yes,High School,Government,Excellent,No
1370,Male,,Low,59,3.0,Debate,No,Master,Private,Good,Yes
1371,Male,7.0,High,69,60.0,Debate,No,Master,Private,Average,No
1372,Male,0.0,Low,73,83.0,Sports,No,High School,Private,Average,No
1373,Female,5.0,Medium,55,25.0,None,Yes,Bachelor,Private,Good,Yes
1374,Female,17.0,Medium,94,93.0,Debate,No,Master,Government,Poor,Yes
1375,Male,,Low,67,5.0,Music,Yes,Bachelor,Private,Poor,Yes
1376,Male,7.0,Low,65,76.0,None,No,PhD,Private,Poor,Yes
1377,Male,5.0,High,88,55.0,Sports,Yes,Master,Government,Good,Yes
1378,Female,5.0,High,89,99.0,Debate,No,Master,Government,Good,No
1379,Other,13.0,High,89,80.0,Debate,Yes,Master,Private,Poor,Yes
1380,Male,2.0,Medium,65,26.0,None,No,Master,Private,Good,Yes
1381,Other,17.0,Low,89,34.0,Debate,No,Bachelor,Government,Excellent,Yes
1382,Female,4.0,High,64,96.0,Music,No,Bachelor,Private,Poor,Yes
1383,Male,15.0,Low,89,81.0,Sports,Yes,High School,Government,Excellent,No
1384,Female,17.0,Low,55,57.0,None,Yes,Bachelor,Private,Average,No
1385,Male,8.0,Low,82,83.0,None,Yes,Bachelor,Private,Average,No
1386,Other,0.0,Medium,97,62.0,Music,Yes,PhD,Government,Poor,No
1387,Other,10.0,Medium,62,32.0,Debate,Yes,High School,Private,Good,Yes
1388,Male,7.0,High,53,94.0,None,No,PhD,Government,Average,No
1389,Male,7.0,Low,81,100.0,Sports,Yes,High School,Government,Poor,No
1390,Other,12.0,High,99,82.0,Debate,No,Master,Private,Poor,No
1391,Female,7.0,Low,78,96.0,None,Yes,PhD,Private,Good,Yes
1392,Male,15.0,Low,56,80.0,None,Yes,High School,Government,Good,No
1393,Female,17.0,Low,82,32.0,Sports,No,Bachelor,Government,Average,Yes
1394,Male,8.0,Medium,54,99.0,None,Yes,PhD,Private,Excellent,Yes
1395,Male,,Medium,89,68.0,Debate,Yes,High School,Government,Poor,No
1396,Male,2.0,Low,53,39.0,Music,No,PhD,Private,Poor,Yes
1397,Other,0.0,High,56,46.0,None,Yes,Master,Private,Poor,Yes
1398,Other,19.0,High,65,44.0,Music,Yes,Bachelor,Government,Average,No
1399,Male,19.0,Medium,86,26.0,Sports,Yes,Master,Government,Average,Yes
1400,Female,8.0,Low,98,6.0,Music,No,Bachelor,Government,Average,No
1401,Male,7.0,Medium,60,57.0,None,No,High School,Private,Poor,No
1402,Female,12.0,High,99,13.0,Sports,No,High School,Private,Good,No
1403,Male,16.0,High,54,3.0,Debate,Yes,High School,Government,Poor,Yes
1404,Female,6.0,Medium,78,81.0,Music,No,High School,Private,Good,Yes
1405,Female,14.0,Low,74,33.0,None,Yes,PhD,Private,Excellent,No
1406,Male,13.0,,52,79.0,Debate,No,High School,Private,Excellent,No
1407,Male,15.0,Medium,81,90.0,Music,Yes,Bachelor,Private,Average,Yes
1408,Male,16.0,Medium,79,37.0,Debate,Yes,Master,Private,Poor,No
1409,Other,15.0,Low,69,19.0,None,Yes,PhD,Government,Good,Yes
1410,Female,17.0,Low,79,45.0,None,Yes,Master,Private,Poor,Yes
1411,Male,13.0,High,52,18.0,Music,No,Master,Government,Poor,Yes
1412,Other,5.0,Low,93,0.0,Music,No,PhD,Private,Poor,No
1413,Male,19.0,Low,64,22.0,None,No,Master,Private,Excellent,Yes
1414,Other,14.0,Low,90,61.0,Debate,No,High School,Private,Poor,No
1415,Other,4.0,,63,72.0,Music,Yes,Master,Private,Average,Yes
1416,Female,16.0,High,89,27.0,None,No,Master,Government,Average,No
1417,Male,0.0,,99,83.0,Sports,No,Bachelor,Government,Excellent,No
1418,Other,12.0,Medium,59,79.0,Debate,No,PhD,Government,Good,No
1419,Male,6.0,High,66,76.0,Sports,No,PhD,Government,Excellent,No
1420,Female,18.0,Medium,64,32.0,Sports,Yes,Bachelor,Private,Average,No
1421,Other,4.0,Medium,78,2.0,Debate,No,High School,Government,Average,No
1422,Male,8.0,Low,83,78.0,Sports,Yes,Bachelor,Government,Average,Yes
1423,Female,3.0,Low,84,15.0,Sports,No,High School,Government,Average,Yes
1424,Female,6.0,,58,29.0,Sports,No,Master,Government,Good,Yes
1425,Other,12.0,High,100,24.0,None,Yes,Master,Private,Excellent,No
1426,Female,7.0,Low,66,,Sports,No,High School,Government,Average,Yes
1427,Other,3.0,,51,0.0,Sports,No,Master,Government,Excellent,Yes
1428,Female,7.0,,75,32.0,Debate,No,High School,Government,Average,No
1429,Male,15.0,Low,87,36.0,Debate,Yes,Bachelor,Government,Good,Yes
1430,Male,,High,92,28.0,Sports,Yes,Bachelor,Private,Average,Yes
1431,Female,9.0,High,77,36.0,Sports,Yes,Master,Private,Good,Yes
1432,Male,13.0,Low,79,60.0,Sports,No,PhD,Private,Average,Yes
1433,Female,19.0,Medium,92,7.0,None,No,Bachelor,Government,Average,No
1434,Female,9.0,High,58,0.0,Sports,Yes,PhD,Private,Excellent,Yes
1435,Female,12.0,,77,,Debate,No,PhD,Private,Poor,Yes
1436,Female,7.0,Low,65,87.0,Debate,No,High School,Private,Good,No
1437,Other,19.0,Low,73,64.0,Sports,Yes,Bachelor,Government,Good,Yes
1438,Male,4.0,High,71,45.0,Sports,No,Master,Government,Poor,No
1439,Male,18.0,Low,69,42.0,Debate,Yes,Master,Government,Good,No
1440,Male,12.0,Medium,63,9.0,Sports,Yes,High School,Private,Good,No
1441,Other,1.0,High,92,81.0,Sports,No,PhD,Private,Good,Yes
1442,Female,15.0,,81,84.0,None,Yes,PhD,Private,Poor,No
1443,Other,13.0,High,59,9.0,Sports,Yes,Bachelor,Private,Good,Yes
1444,Male,16.0,Medium,51,61.0,None,No,Bachelor,Private,Average,No
1445,Female,2.0,Low,56,85.0,Music,Yes,High School,Private,Average,Yes
1446,Female,15.0,Low,50,50.0,None,Yes,High School,Government,Good,No
1447,Female,8.0,High,86,44.0,Sports,No,High School,Private,Poor,No
1448,Male,6.0,High,64,72.0,Sports,Yes,Master,Government,Average,Yes
1449,Male,1.0,Medium,60,72.0,Debate,Yes,PhD,Private,Average,Yes
1450,Other,10.0,Low,69,44.0,Sports,Yes,Master,Private,Average,No
1451,Male,10.0,Low,99,84.0,Sports,No,High School,Government,Poor,Yes
1452,Female,13.0,Medium,90,57.0,Sports,Yes,Bachelor,Private,Excellent,Yes
1453,Female,15.0,High,82,94.0,None,No,High School,Government,Good,Yes
1454,Male,7.0,Medium,87,65.0,None,No,PhD,Government,Average,No
1455,Female,14.0,Medium,69,23.0,Music,Yes,High School,Government,Average,No
1456,Female,15.0,Medium,59,96.0,None,Yes,High School,Government,Good,Yes
1457,Other,1.0,Medium,81,74.0,Debate,No,High School,Private,Good,Yes
1458,Female,3.0,High,85,64.0,None,Yes,Master,Private,Average,No
1459,Female,0.0,Medium,99,,Sports,Yes,Master,Government,Average,No
1460,Male,6.0,Low,61,50.0,None,No,Bachelor,Government,Average,Yes
1461,Male,10.0,High,74,71.0,Sports,Yes,Master,Government,Poor,No
1462,Female,17.0,Medium,58,72.0,Debate,Yes,PhD,Government,Excellent,No
1463,Other,4.0,Medium,98,20.0,Music,No,High School,Private,Excellent,Yes
1464,Other,4.0,Low,66,46.0,Music,Yes,High School,Government,Good,No
1465,Female,19.0,Medium,63,21.0,Music,No,High School,Private,Poor,Yes
1466,Female,16.0,Low,73,28.0,Music,No,Bachelor,Government,Excellent,No
1467,Female,3.0,Low,90,39.0,Sports,No,Master,Government,Poor,Yes
1468,Female,,Medium,100,2.0,Sports,No,High School,Government,Excellent,Yes
1469,Other,13.0,High,94,48.0,None,No,High School,Private,Poor,Yes
1470,Other,8.0,High,52,24.0,Sports,No,High School,Private,Good,No
1471,Other,12.0,Medium,99,81.0,Music,Yes,Bachelor,Government,Good,No
1472,Other,15.0,Medium,90,10.0,Sports,No,PhD,Government,Excellent,No
1473,Female,19.0,High,65,93.0,Debate,Yes,Master,Private,Average,No
1474,Other,12.0,Medium,67,88.0,Debate,Yes,Bachelor,Government,Excellent,No
1475,Other,8.0,Medium,88,74.0,Debate,Yes,Master,Government,Excellent,Yes
1476,Other,11.0,Low,99,,Music,No,PhD,Government,Excellent,Yes
1477,Male,11.0,High,63,87.0,None,No,High School,Private,Poor,Yes
1478,Female,9.0,Low,59,47.0,Sports,No,PhD,Government,Good,No
1479,Other,1.0,High,59,31.0,None,Yes,Bachelor,Private,Poor,No
1480,Female,4.0,Low,55,2.0,Sports,Yes,PhD,Government,Poor,No
1481,Female,10.0,High,52,44.0,Music,No,Bachelor,Private,Good,Yes
1482,Female,1.0,High,98,88.0,Debate,Yes,Bachelor,Government,Excellent,No
1483,Male,9.0,Low,71,19.0,Music,No,Master,Private,Poor,No
1484,Male,7.0,,51,19.0,Debate,No,PhD,Private,Average,Yes
1485,Other,19.0,High,88,50.0,None,No,Bachelor,Government,Average,No
1486,Female,9.0,Medium,61,80.0,None,Yes,PhD,Private,Excellent,Yes
1487,Male,,Medium,50,19.0,Music,No,Bachelor,Private,Poor,No
1488,Female,8.0,Low,86,81.0,Music,No,High School,Private,Average,No
1489,Other,6.0,Medium,62,13.0,Sports,No,PhD,Private,Excellent,No
1490,Female,11.0,Medium,81,,None,Yes,Bachelor,Government,Poor,Yes
1491,Male,6.0,High,74,79.0,Debate,Yes,High School,Private,Average,No
1492,Female,15.0,High,100,31.0,None,Yes,PhD,Government,Poor,Yes
1493,Other,18.0,High,87,71.0,Sports,Yes,High School,Private,Average,No
1494,Other,,Medium,54,41.0,Music,Yes,Bachelor,Private,Excellent,No
1495,Male,14.0,High,86,79.0,Debate,Yes,High School,Private,Excellent,No
1496,Female,13.0,High,67,38.0,Sports,Yes,Master,Private,Average,No
1497,Male,12.0,High,59,,Music,No,Master,Government,Good,Yes
1498,Male,2.0,Low,68,63.0,Debate,No,Master,Private,Excellent,Yes
1499,Male,12.0,Medium,83,3.0,Sports,Yes,PhD,Government,Poor,Yes
1500,Male,6.0,,79,98.0,Music,Yes,PhD,Government,Excellent,No
1501,Male,1.0,Low,81,91.0,None,Yes,High School,Private,Average,No
1502,Male,9.0,,60,62.0,Music,No,PhD,Government,Good,Yes
1503,Female,14.0,High,71,60.0,Music,No,PhD,Private,Good,Yes
1504,Male,2.0,Low,79,77.0,Sports,Yes,Master,Private,Poor,Yes
1505,Male,5.0,Medium,50,4.0,Sports,No,PhD,Government,Average,Yes
1506,Female,13.0,Low,55,65.0,Sports,No,Master,Private,Excellent,No
1507,Other,3.0,Low,63,44.0,Music,Yes,High School,Private,Excellent,No
1508,Female,14.0,,52,49.0,Music,Yes,Bachelor,Private,Average,No
1509,Female,4.0,High,88,87.0,None,Yes,High School,Private,Average,No
1510,Other,5.0,Low,64,,Sports,No,High School,Government,Average,Yes
1511,Female,18.0,Medium,80,22.0,None,No,Bachelor,Government,Good,Yes
1512,Other,17.0,Low,68,10.0,Debate,No,Master,Government,Good,No
1513,Male,19.0,Low,71,37.0,None,No,PhD,Private,Good,Yes
1514,Female,5.0,High,56,55.0,Sports,No,Master,Private,Poor,No
1515,Other,3.0,Medium,76,34.0,Debate,No,PhD,Government,Poor,Yes
1516,Male,11.0,Low,84,64.0,Music,No,High School,Government,Good,No
1517,Other,13.0,Low,92,5.0,Music,Yes,Master,Government,Average,No
1518,Other,6.0,Medium,54,69.0,Debate,No,High School,Government,Average,No
1519,Other,1.0,Low,95,39.0,Sports,No,High School,Government,Excellent,Yes
1520,Female,1.0,High,84,89.0,None,No,PhD,Private,Good,Yes
1521,Male,19.0,Medium,85,34.0,Music,No,Master,Government,Average,No
1522,Other,3.0,High,86,12.0,Debate,No,High School,Government,Average,Yes
1523,Male,19.0,,72,,None,Yes,PhD,Government,Excellent,Yes
1524,Other,2.0,Low,85,85.0,None,No,Master,Private,Excellent,No
1525,Other,1.0,Medium,53,80.0,Music,No,Bachelor,Private,Poor,Yes
1526,Female,5.0,Medium,51,77.0,Sports,Yes,High School,Government,Good,Yes
1527,Male,13.0,Medium,86,66.0,Sports,Yes,Master,Government,Poor,Yes
1528,Other,7.0,Low,84,67.0,Debate,Yes,Bachelor,Private,Poor,Yes
1529,Other,10.0,Low,95,98.0,Debate,Yes,High School,Private,Excellent,Yes
1530,Male,18.0,High,53,,Sports,No,Bachelor,Private,Average,Yes
1531,Other,14.0,High,97,54.0,Debate,Yes,High School,Private,Good,Yes
1532,Female,19.0,Low,53,91.0,Sports,No,Master,Government,Excellent,No
1533,Female,19.0,Low,55,42.0,Music,No,Bachelor,Private,Good,No
1534,Female,19.0,Medium,100,1.0,None,No,Bachelor,Private,Excellent,Yes
1535,Other,19.0,Low,66,44.0,Debate,Yes,Bachelor,Government,Average,Yes
1536,Female,13.0,High,53,47.0,Music,Yes,Master,Private,Good,Yes
1537,Other,3.0,Low,71,61.0,Sports,Yes,High School,Government,Average,Yes
1538,Female,9.0,High,70,37.0,Debate,Yes,Master,Government,Poor,Yes
1539,Male,7.0,Low,61,46.0,Music,Yes,Bachelor,Government,Good,No
1540,Female,,Low,56,3.0,Debate,Yes,Bachelor,Government,Excellent,Yes
1541,Male,17.0,Medium,97,59.0,Music,Yes,Bachelor,Government,Poor,Yes
1542,Female,16.0,High,77,48.0,Sports,Yes,PhD,Government,Poor,Yes
1543,Other,4.0,Low,95,75.0,None,Yes,Master,Private,Excellent,Yes
1544,Male,2.0,Medium,62,33.0,Music,No,Bachelor,Private,Good,Yes
1545,Male,9.0,Medium,92,100.0,Sports,Yes,High School,Private,Average,Yes
1546,Other,3.0,,92,43.0,Debate,Yes,High School,Private,Poor,No
1547,Male,18.0,Medium,82,93.0,None,No,Master,Government,Good,No
1548,Male,4.0,High,89,84.0,None,No,High School,Private,Good,Yes
1549,Other,0.0,High,62,55.0,Debate,No,Master,Government,Average,No
1550,Male,3.0,High,53,91.0,None,Yes,Master,Government,Poor,Yes
1551,Male,,Medium,74,41.0,Debate,Yes,Bachelor,Government,Average,No
1552,Other,14.0,Medium,100,49.0,Debate,Yes,Master,Private,Good,Yes
1553,Male,,High,69,68.0,Sports,Yes,Bachelor,Government,Good,No
1554,Other,9.0,Medium,87,32.0,Debate,Yes,High School,Government,Excellent,Yes
1555,Male,4.0,Medium,84,97.0,Sports,Yes,High School,Private,Excellent,No
1556,Other,10.0,High,58,,Music,No,Bachelor,Private,Average,No
1557,Female,16.0,High,100,90.0,Music,No,Bachelor,Private,Poor,No
1558,Male,8.0,Medium,79,66.0,Debate,Yes,High School,Private,Average,Yes
1559,Male,12.0,High,88,41.0,Sports,Yes,Master,Private,Poor,No
1560,Female,13.0,High,72,,Music,No,PhD,Government,Excellent,No
1561,Female,8.0,Low,60,67.0,Sports,No,Bachelor,Private,Poor,No
1562,Other,16.0,High,64,99.0,Music,No,Bachelor,Private,Good,Yes
1563,Male,6.0,Low,96,56.0,Debate,No,PhD,Government,Good,Yes
1564,Male,15.0,Medium,71,35.0,Music,Yes,Bachelor,Government,Excellent,Yes
1565,Other,19.0,Medium,66,40.0,Debate,No,Master,Private,Excellent,Yes
1566,Female,12.0,Low,96,55.0,Debate,No,Master,Government,Excellent,Yes
1567,Male,13.0,Low,61,2.0,Music,No,PhD,Government,Average,No
1568,Female,17.0,,100,55.0,Debate,No,PhD,Government,Poor,Yes
1569,Other,10.0,Low,84,55.0,Sports,No,PhD,Government,Average,No
1570,Male,1.0,Low,83,64.0,Sports,No,Bachelor,Private,Poor,No
1571,Other,5.0,Low,50,,Sports,Yes,PhD,Private,Excellent,Yes
1572,Other,4.0,Low,81,39.0,None,No,High School,Government,Average,No
1573,Male,2.0,Medium,53,,Music,Yes,Master,Private,Excellent,Yes
1574,Female,6.0,Low,73,,Music,No,Bachelor,Private,Average,No
1575,Female,2.0,,56,66.0,None,Yes,Master,Government,Average,Yes
1576,Other,12.0,Medium,61,99.0,Music,Yes,High School,Government,Good,No
1577,Other,1.0,Medium,71,100.0,Sports,No,PhD,Private,Average,No
1578,Female,1.0,Low,98,93.0,None,Yes,Master,Private,Excellent,Yes
1579,Other,17.0,Low,84,64.0,None,Yes,High School,Government,Average,Yes
1580,Other,3.0,High,70,73.0,Sports,Yes,PhD,Private,Excellent,No
1581,Male,16.0,Low,78,2.0,Music,No,PhD,Private,Excellent,Yes
1582,Other,10.0,High,98,2.0,Debate,No,PhD,Private,Poor,Yes
1583,Other,6.0,,66,36.0,Debate,Yes,Master,Government,Good,Yes
1584,Male,1.0,Medium,77,,Music,No,Bachelor,Private,Poor,Yes
1585,Female,14.0,High,91,19.0,Debate,No,Bachelor,Private,Average,No
1586,Male,13.0,Low,96,10.0,None,Yes,Bachelor,Government,Average,No
1587,Female,13.0,High,90,82.0,Debate,No,High School,Government,Average,Yes
1588,Male,5.0,Medium,66,90.0,Music,Yes,PhD,Government,Good,Yes
1589,Other,4.0,High,53,23.0,Music,No,High School,Private,Poor,No
1590,Female,13.0,High,90,69.0,Music,Yes,Master,Private,Excellent,Yes
1591,Male,3.0,High,55,64.0,None,Yes,Bachelor,Private,Good,No
1592,Male,13.0,High,64,82.0,Music,Yes,Master,Government,Average,Yes
1593,Female,4.0,High,93,73.0,Debate,Yes,High School,Government,Poor,No
1594,Female,11.0,High,73,31.0,Music,Yes,Bachelor,Government,Average,No
1595,Female,12.0,High,57,61.0,Music,No,Master,Government,Average,Yes
1596,Female,11.0,Medium,90,54.0,Music,No,Master,Private,Excellent,Yes
1597,Male,16.0,Low,76,100.0,None,No,Master,Government,Good,No
1598,Female,17.0,Medium,80,35.0,None,Yes,Master,Private,Average,No
1599,Female,11.0,High,58,65.0,None,Yes,High School,Private,Average,Yes
1600,Female,8.0,High,67,36.0,None,No,High School,Private,Average,Yes
1601,Other,18.0,Medium,51,13.0,Sports,No,PhD,Government,Average,No
1602,Female,14.0,High,71,45.0,Sports,Yes,Master,Government,Poor,Yes
1603,Other,8.0,Medium,69,76.0,Debate,No,High School,Private,Average,Yes
1604,Female,12.0,,91,55.0,Music,No,Bachelor,Private,Good,Yes
1605,Female,14.0,High,53,49.0,None,No,Bachelor,Government,Excellent,Yes
1606,Male,11.0,Low,87,60.0,None,Yes,PhD,Private,Good,No
1607,Male,9.0,High,93,16.0,Music,Yes,Master,Government,Poor,Yes
1608,Male,2.0,Low,62,26.0,Music,Yes,PhD,Government,Average,No
1609,Male,9.0,Low,98,53.0,Sports,Yes,Bachelor,Private,Excellent,No
1610,Female,17.0,Medium,69,28.0,Music,Yes,Bachelor,Government,Excellent,Yes
1611,Other,9.0,Low,55,12.0,Sports,No,PhD,Private,Excellent,No
1612,Female,3.0,Medium,64,48.0,Music,No,Master,Government,Good,No
1613,Female,2.0,Medium,57,24.0,Music,No,High School,Private,Good,No
1614,Female,19.0,Low,79,87.0,None,Yes,PhD,Government,Good,Yes
1615,Male,17.0,Medium,85,99.0,None,Yes,PhD,Private,Average,No
1616,Female,16.0,Low,85,,Sports,Yes,PhD,Private,Excellent,Yes
1617,Female,4.0,High,52,25.0,Music,Yes,Master,Private,Poor,No
1618,Other,19.0,Medium,76,,None,No,PhD,Private,Poor,Yes
1619,Male,9.0,Low,79,35.0,Sports,No,Master,Government,Excellent,No
1620,Other,1.0,Low,78,5.0,None,Yes,High School,Government,Poor,No
1621,Other,0.0,Low,65,79.0,Debate,Yes,High School,Private,Good,No
1622,Female,15.0,Low,89,73.0,Sports,Yes,PhD,Government,Poor,Yes
1623,Other,9.0,,87,38.0,Debate,No,High School,Private,Excellent,Yes
1624,Other,,Medium,69,56.0,Music,Yes,PhD,Government,Good,No
1625,Female,,Low,94,90.0,Sports,Yes,Bachelor,Government,Poor,No
1626,Male,0.0,,65,65.0,Debate,No,High School,Government,Excellent,No
1627,Female,11.0,Low,70,,Music,Yes,Bachelor,Private,Good,No
1628,Male,12.0,Medium,67,71.0,Sports,No,High School,Private,Average,Yes
1629,Other,7.0,Low,90,8.0,Music,Yes,PhD,Private,Good,Yes
1630,Male,,Low,80,76.0,Debate,No,Master,Private,Poor,Yes
1631,Female,4.0,High,51,71.0,Sports,No,High School,Government,Good,No
1632,Male,11.0,Medium,73,26.0,Music,No,Master,Government,Average,No
1633,Female,18.0,Low,55,45.0,Music,Yes,PhD,Government,Poor,Yes
1634,Female,3.0,Low,95,62.0,None,No,PhD,Private,Average,No
1635,Female,14.0,High,66,41.0,Debate,No,Master,Private,Poor,No
1636,Male,12.0,High,75,84.0,Sports,Yes,High School,Government,Excellent,Yes
1637,Other,12.0,High,96,40.0,Sports,Yes,Bachelor,Private,Average,No
1638,Other,2.0,High,86,33.0,Music,No,Bachelor,Private,Poor,Yes
1639,Other,7.0,High,51,92.0,Debate,No,PhD,Government,Excellent,No
1640,Male,5.0,Medium,75,29.0,Music,No,PhD,Private,Excellent,Yes
1641,Male,16.0,Low,93,43.0,Music,No,PhD,Government,Average,Yes
1642,Male,,Medium,86,79.0,Sports,No,Bachelor,Government,Excellent,No
1643,Male,6.0,High,50,0.0,Music,Yes,PhD,Government,Excellent,Yes
1644,Female,14.0,Low,51,44.0,Sports,Yes,PhD,Private,Poor,Yes
1645,Female,3.0,Medium,82,46.0,Sports,No,PhD,Government,Good,Yes
1646,Other,7.0,High,60,92.0,None,No,Master,Private,Excellent,Yes
1647,Male,1.0,Medium,79,29.0,Sports,No,PhD,Private,Average,Yes
1648,Other,10.0,Medium,83,21.0,None,Yes,Bachelor,Government,Poor,No
1649,Female,,High,76,14.0,Music,Yes,Master,Private,Poor,No
1650,Male,18.0,Low,92,83.0,Sports,Yes,High School,Government,Excellent,No
1651,Other,4.0,High,83,37.0,Sports,No,Bachelor,Private,Excellent,No
1652,Male,17.0,High,56,22.0,None,Yes,PhD,Government,Good,Yes
1653,Other,5.0,Medium,88,30.0,None,No,High School,Private,Average,No
1654,Male,18.0,,88,56.0,Sports,Yes,High School,Private,Poor,No
